,token
972,"['갈치', '살', '만두', '군만두', '방법', '냉장고', '부탁', '이연복', '셰프', '쌈', '양파', '컵', '부추', '송이버섯', '알배기', '배추', '돼지고기', '쪽', '마늘', '소주잔', '진파', '생강가루', '청주', '고량주', '술', '유간', '장', '참치', '액', '만두피', '식용유', '참기름']"
973,"['크림', '스파게티', '건', '칼로리', '맛', '단백질', '칼슘', '우동', '생크림', '우유', '컵', '슬라이스', '치즈', '장', '영양', '비주얼', '단백', '사리', '봉지', '프랑크', '소시지', '새우', '브로콜리', '양파', '버터', '술', '소금', '후추', '바질', '파슬리', '가루', '약간']"
974,"['집', '이용', '당면', '계란', '과정', '식감', '양파', '당근', '대파', '팽이버섯', '소스', '꽃소금', '후추', '진간장', '참기름']"
975,"['계란', '만두', '말', '달걀', '당근', '양파', '부추', '부침', '가루', '설탕', '소금', '당면', '줌', '간장']"
976,"['지난번', '스파게티', '면', '하나', '맛', '가능', '것', '대접', '햄', '주먹', '양파', '굴', '소스', '허브', '솔트', '술', '마늘', '올리브유']"
977,"['집', '만두', '카레', '생각', '향', '왕', '만두피', '팩', '돼지고기', '계란', '양파', '당근', '당면', '쪽파', '두부', '가루', '숙주나물', '허브', '솔트', '소금', '마늘']"
978,"['깐', '만두', '아이', '간식', '술안주', '냉동', '양파', '청양', '고추', '홍고추', '마늘', '식용유', '당량', '소스', '설탕', '밥', '수저', '간장', '굴', '식초', '물']"
979,"['비오', '날', '최고', '김치전', '거기', '만두', '김치', '콜라보', '두전', '종이컵', '계란', '부침', '가루', '물']"
980,"['냉장고', '뭘', '게', '만두', '강정', '야식', '술안주', '끼', '식사', '냉동', '군만두', '물', '고추장', '술', '굴', '소스', '황설탕', '마늘']"
981,"['일', '만두', '마음', '고민', '돼지고기', '앞다리', '양파', '마늘', '쪽파', '당면', '두부', '계란', '굵은소금', '술', '설탕', '후추', '간장']"
982,"['일본식', '챠', '슈', '라면', '미소', '삼겹살', '홍고추', '대파', '사리', '양파', '숙주', '팽이버섯', '청양', '고추', '설탕', '마늘', '맛술', '간장', '굴', '소스', '일본', '된장', '스푼']"
983,"['대패', '삼겹살', '소바', '돼지고기', '시판', '줌', '소스', '대파', '대']"
984,"['이웃', '블로그', '비빔', '내용', '급', '쫄면', '사리', '양배추', '주먹', '오', '이', '당근', '양파', '냉동', '고추', '가루', '고추장', '간장', '식초', '엑기스', '미림', '설탕', '올리고당', '마늘', '참기름', '통깨']"
985,"['볶음', '우동', '굴', '소스', '휘리', '릭', '면', '사각', '어묵', '장', '숙주', '줌', '청경채', '포기', '양배추', '대파', '대']"
986,"['족발', '혼자', '배달', '조금', '부담', '마트', '포장', '걸', '애용', '이때', '건', '짝', '궁', '메밀', '막국수', '야채', '시판', '면', '집', '인분', '양배추', '줌', '상추', '깻잎', '장', '배', '조각', '양념장', '초고추장', '설탕', '들깨', '가루', '마늘', '깨', '당량', '참기름', '식초', '물']"
987,"['꼬막', '골뱅이', '무침', '소면', '저', '통조림', '철', '맛', '가미', '거', '비빔국수', '캔', '오이', '게', '깻잎', '장', '양파', '파', '상추', '양조간장', '양념장', '고추장', '술', '고춧가루', '식초', '마늘', '올리고당', '매실', '액', '맛술', '강청', '참깨']"
988,"['오징어', '반찬', '볶음', '소면', '밥', '거리', '저', '역할', '듯', '생각', '침', '고', '당근', '양파', '애호박', '청양', '고추', '대파', '마늘', '고추장', '술', '설탕', '가루', '깨', '후추']"
989,"['자취', '데', '까르보', '불닭', '볶음', '면', '실제', '나라', '폰타나', '크림', '파스타', '소스', '술', '우유', '컵', '반', '파슬리', '정도', '스프']"
990,"['당면', '계란', '번', '건', '비밀', '아이', '간식', '어른', '안주', '제격', '일', '맥주', '술안주', '줌', '파', '적당량', '진간장', '스푼', '설탕', '참기름']"
991,"['별미', '음식', '만찬', '준비', '국', '찌개', '밑반찬', '등', '구미', '입맛', '볶음', '우동', '여러분', '가쓰오부시', '마무리', '풍미', '완성', '거', '비법', '양념장', '야식', '추천', '메뉴', '면', '인분', '삼겹살', '새우', '양파', '통마늘', '고추', '숙주', '파', '뿌리', '양송이버섯', '계란', '후추', '참기름', '깨', '매콤', '고추장', '고춧가루', '굴', '소스', '맛술', '마늘', '물']"
992,"['중국식', '왕만두', '반죽', '강력분', '박력분', '설탕', '소금', '인스턴트', '드라이', '이스트', '물', '버터', '속', '돼지고기', '것', '배추', '부추', '애호박', '칵테일', '새우', '생강', '마늘', '간장', '맛술', '후추', '참기름', '약간']"
993,"['아기', '잔치국수', '쌀국수', '인분', '애호박', '당근', '버섯', '계란', '노른자', '알', '육수', '당량']"
994,"['개월', '아가', '주말', '특별', '토마토', '스파게티', '아기', '새우', '양송이', '버섯', '양파', '브로콜리', '마늘', '쪽', '버터', '약간']"
995,"['간식', '두유', '끼니', '번', '해결', '가능', '아기', '콩', '두부', '이용', '콩국수', '연두부', '바나나', '볶음', '콩가루', '국수', '인분']"
996,"['중기', '이유식', '연습', '겸', '체', '거린', '뒤', '건더기', '토핑', '생각', '초기', '단계', '소고기', '버섯', '미음', '팽이버섯', '쌀가루', '물']"
997,"['기존', '초계탕', '모양', '보양', '인삼', '등', '건강', '초계', '육수', '닭고기', '피', '석류', '만두', '여름', '보', '양식', '한입', '여름철', '탕', '닭다리', '뿌리', '미나리', '줄기', '표고', '장', '두부', '모', '밀가루', '마늘', '월계수', '잎', '통후추', '알', '당근', '실고추', '잣', '참기름', '간장', '식초', '겨자', '설탕']"
998,"['반찬', '유아', '식', '식단', '바지락', '칼국수', '오징어', '파전', '살', '통영', '엄마', '국수', '노래', '첫째', '아이', '키즈', '카페', '사이', '장', '해감', '번', '걸', '양', '경우', '오랫동안']"
999,"['채소', '겨울철', '버섯', '효자', '팽이버섯', '이용', '덮밥', '도시락', '아침', '해결', '끼', '봉', '양파', '내외', '대파', '계란', '참기름', '통깨', '식용유', '후추', '약간', '양조간장', '맛술', '육수', '물']"
1000,"['유부', '저탄', '다이어트', '중', '집', '냉동고', '닭', '가슴살', '몸', '맛', '칼로리', '탄수화물', '대신', '단백질', '두부', '초밥', '인용', '소금', '후추']"
1001,"['달', '표고버섯', '무밥', '양념장', '사랑', '초', '전기밥솥', '쌀', '인분', '간장', '설탕', '고춧가루', '참기름', '마늘', '깨소금', '쪽파', '청양', '고추']"
1002,"['엄마', '주먹밥', '도시락', '소세지', '꽃', '피크닉', '양파', '당근', '애호박', '밥', '공기', '소금', '집', '참기름']"
1003,"['떡', '베이컨', '떡꼬치', '꼬치', '술안주', '안성맞춤', '떡볶이', '소금', '블랙', '페이퍼', '후추']"
1004,"['차돌박이', '팩', '볶음', '라면', '덮밥', '찌개', '양파', '대파', '진간장', '올리고당', '설탕', '맛술', '굴', '소스', '마늘', '후춧가루', '물', '달걀', '밥', '공기', '가노', '약간']"
1005,"['초가을', '아침', '저녁', '기분', '답니다', '저희', '집', '수험', '달', '전', '노래', '육회', '비빔밥', '저', '터', '팁', '설명', '건', '꿀맛', '가족', '만족', '시작', '맛', '우둔살', '배', '무순', '달걀', '노른자', '소금', '설탕', '참기름', '고추기름', '백', '후추', '마늘', '파', '상추', '장', '어린잎', '채소', '약간', '고추장', '올리고당', '매실', '청', '간장']"
1006,"['게맛살', '아보카도', '맛', '일품', '캘리포니아', '초밥', '크리미', '속', '김밥', '김', '사용', '장', '밥', '공기', '안심', '크랩', '부', '마요네즈', '술', '식초', '설탕', '소금', '후춧가루', '선택', '크레송', '검은깨']"
1007,"['스테이크', '날', '밥', '고민', '덮밥', '메뉴', '테', '키', '동', '소고기', '그릇', '양파', '쪽파', '조금', '간장', '맛술', '설탕', '올리고당', '마늘', '물']"
1008,"['돼지고기', '청양', '고추', '술안주', '부침', '장떡', '매콤', '육', '가루', '술', '물', '종이컵', '식용유', '약간', '고추장', '맛술', '맛소금', '집', '후추', '번']"
1009,"['삼겹살', '항정살', '돼지기름', '때문', '걱정', '항정', '덮밥', '황금', '인', '기준', '대파', '양파', '밥숟가락', '간장', '맛술', '물엿', '마늘', '굴', '소스', '식초', '물', '소금', '후추', '조금']"
1010,"['월요일', '저녁', '영양', '대패', '삼', '겹', '양배추', '이', '경기도', '농업', '기술원', '쌀', '고기', '롤', '먹', '소스', '경기', '미', '공기', '삼겹살', '줄', '된장', '술', '매실', '액', '참기름', '초고추장', '배추김치', '당량', '참깨', '약간']"
1011,"['술', '해장', '것', '인지상정', '앞', '후', '안주', '요새', '순댓국', '순대', '국밥', '지난번', '정식', '다대기', '준비', '인용', '필요', '과정', '생략', '번', '집', '사골', '육수', '소금', '파', '센티', '정도', '청양', '고추', '새우젓', '들깨', '가루', '후추']"
1012,"['지난번', '삼겹살', '덮밥', '업그레이드', '계란', '노른자', '고급', '짐', '취향', '깻잎', '채', '향', '굿', '양파', '양배추', '통', '간장', '물엿', '마늘', '후추', '소금', '조금']"
1013,"['닭다리', '살', '집', '레스토랑', '갖가지', '치즈', '끼', '밥', '피자', '양파', '파', '대', '간장', '올리고당', '맛술', '참기름', '고추장', '마늘', '후추', '조금']"
1014,"['냉장고', '속', '야채', '밥', '전', '닭', '안심', '취향', '애호박', '양파', '대파', '당량', '계란', '인', '분량', '소금', '집', '후추']"
1015,"['치킨', '다음', '날', '맛', '탄생', '간장', '덮밥', '조각', '양파', '파', '대', '달걀', '진간장', '컵', '물', '올리고당', '설탕', '맛술', '굴', '소스']"
1016,"['어린이', '노약자', '닭찜', '저', '유아', '어르신', '끼', '식사', '닭', '대파', '대', '양파', '펜', '감자', '당근', '물', '당면', '식용유', '술', '진간장', '소스', '육수', '컵', '마늘', '청주', '소금', '올리고당']"
1017,"['백종원', '닭백숙', '양념장', '아이', '어른', '백종', '워', '추천', '닭죽', '닭', '마리', '대파', '대', '마늘', '알', '양파', '물', '부추', '줌', '고추', '가루', '술', '연', '겨자', '진간장', '식초', '설탕', '찹쌀', '컵', '반', '참기름', '애호박', '당근', '조금']"
1018,"['닭', '가슴살', '불닭', '덮밥', '집', '댕댕이', '거', '소스', '마요네즈', '꿀', '팁', '음식', '건강', '마요', '밥', '인분', '계란', '김', '가루', '약간', '양념장', '간장', '마늘', '올리고당', '미림', '설탕', '고춧가루', '청양', '고추']"
1019,"['반찬', '날', '퇴근', '남편', '혼', '밥', '메뉴', '애호박', '덥', '게', '필요', '덮밥', '그릇', '나', '침', '양파', '굴', '소스', '술', '고춧가루', '마늘', '참기름', '식용유', '달걀']"
1020,"['가지', '간장', '소스', '덮밥', '일본풍', '설탕', '청주', '미림', '물']"
1021,"['홀스', '래', '디쉬', '소스', '맛', '샹', '오', '이', '롤', '래미', '초밥', '오이', '양파', '마요네즈', '술', '스타드', '올리고당', '통깨', '밥', '티스푼', '식초', '공기']"
1022,"['건강', '생각', '도시락', '메뉴', '쌈밥', '쌈장', '견과', '추가', '피크닉', '가요', '양배추', '케일', '부견', '과류', '장', '공기', '밥', '그릇', '소금', '술', '두부', '호두', '된장', '고추장', '마늘', '진파', '올리고당', '참기름', '통깨']"
1023,"['요즘', '감자', '특별', '손', '감자전', '식감', '맛', '간식', '맥주', '안주', '요거', '냉장고', '전자레인지', '뭉치', '사면', '반', '일쑤', '반찬', '식상', '감자떡', '영양', '중간', '크기', '모', '렐라', '치즈', '우유', '전분가', '컵', '소금', '집', '간장', '소스', '술', '올리고당', '물']"
1024,"['깻잎', '감칠맛', '나', '새우', '삼각', '밥', '외용', '도시락', '김밥', '것', '하나', '청양', '고추', '아이', '맛', '참고', '염', '간장', '암', '예방', '손질', '마리', '장', '공기', '당근', '술', '대파', '밀가루', '달걀', '포도', '씨']"
1025,"['푸드', '노량진', '민물', '장어', '덮밥', '누구', '집', '마리', '쪽파', '뿌리', '달걀', '생강', '조금', '진간장', '술', '물', '올리고당', '미림', '다시마', '장', '줌', '청양', '고추']"
1026,"['꼬막', '비빔밥', '요대', '집', '게', '밥도둑', '것', '쪽파', '풋고추', '홍고추', '소금', '술', '식초', '진간장', '고추', '가루', '매실', '액', '맛술', '물', '마늘', '참기름', '통깨']"
1027,"['여름철', '보', '양식', '전복', '솥', '밥', '끼', '여름', '보양', '식', '쌀', '쪽파', '통깨', '참기름', '소금', '미림', '간장']"
1028,"['연어', '메밀국수', '김밥', '덕', '후', '여름', '방법', '사람', '신박', '밥', '메밀', '필수', '면', '인분', '김', '장', '달걀', '아보카도', '간장', '참기름', '소금', '식용유', '약간', '소스', '맛술', '고추냉이', '당량']"
1029,"['오챠', '즈', '케', '연어', '단계', '속풀이', '아침', '식사', '굳', '식용유', '녹차', '티백', '유', '스푼', '후리카케', '봉']"
1030,"['중국', '일본', '풍', '텐', '신항', '계란덮밥', '소스', '그릇', '이름', '간단', '아침', '식사', '추천', '음식', '게살', '중국식', '일본식', '밥', '공기', '물', '양조간장', '술', '스톡', '굴', '맛술', '전분', '식초', '계란', '래미', '맛살', '진파', '소금', '식용유', '약간']"
1031,"['저희', '집', '아이', '여름', '끼', '식사', '삼', '색소', '보로', '덮밥', '김치', '밥그릇', '계란', '통조림', '햄', '양파', '식용유', '올리고당', '참기름', '소금', '깨소금', '당량']"
1032,"['일본식', '계란덮밥', '텐', '신항', '이게', '중화요리', '분', '텐데요', '달걀', '소스', '은근', '계란', '래미', '누구', '대파', '전분', '물', '술', '컵', '설탕', '간장', '식초', '맛술', '굴']"
1033,"['우유', '계란', '카레', '덮밥', '가루', '스푼', '양파', '햄']"
1034,"['탄수화물', '섭취', '다이어트', '도시락', '정보', '두부', '참치', '깻잎쌈', '밥', '깻잎', '장', '모', '캔', '쌈장', '스푼', '된장', '마늘', '참기름', '후', '추가']"
1035,"['아이', '어른', '달걀', '컵', '초밥', '간식', '도시락', '밥', '공기', '당근', '당량', '파', '마요네즈', '술', '식초', '설탕', '소금']"
1036,"['그릇', '밥', '햄', '덮밥', '계란', '마요네즈', '소스', '양파', '간장', '술', '갈색', '설탕']"
1037,"['떡꼬치', '분식집', '맛', '소스', '고추장', '설탕', '올리고당', '떡']"
1038,"['최고', '간식', '굿', '간장', '떡볶이', '떡', '진간장', '스푼', '꿀', '식용유']"
1039,"['적', '길거리', '음식', '떡꼬치', '쌀떡', '밀떡', '팩', '부', '대파', '스푼', '마늘', '양파', '물엿', '후추', '식용유', '고추장', '고춧가루', '간장']"
1040,"['명절', '손님', '간식', '제격', '건강', '베', '이킹', '보리떡', '설날', '가루', '우유', '막걸리', '콩', '베기', '줌', '설탕', '스푼', '견과', '식용유', '조금']"
1041,"['영화관', '음식', '팝', '콘', '저', '경우', '영화', '관람', '팝콘', '맛', '순간', '구매', '이전', '후', '포만감', '여부', '식사', '고민', '경험', '흘림', '방지', '핑거', '푸드', '이', '방해', '무취', '중', '전통', '떡', '생각', '요즈음', '다양', '연령', '대가', '것', '반영', '초콜릿', '견과', '꿀', '김', '인절미', '가루', '등', '소스', '간식', '가래떡', '상륙', '주', '부', '스푼', '일반', '사이즈', '장']"
1042,"['입맛', '아침', '뭘', '생각', '저것', '일전', '떡국', '떡', '발견', '도토리묵', '자극', '동시', '참기름', '손', '맛', '접시', '간식', '끼', '식사', '간', '반찬', '것', '무침', '대파', '술', '진간장', '깨']"
1043,"['여름', '별미', '날', '요즘', '시판', '냉면', '육수', '묵사발', '멸치', '정', '말', '도토리묵', '동치미', '오이', '청양', '고추', '김', '가루', '당량', '김치', '양념장']"
1044,"['얌', '배추', '제', '참치', '주먹밥', '기리', '일본', '음식', '속', '이것저것', '정석', '소스', '유가', '최대한', '한국인', '안', '자취', '환상', '필수', '쌀밥', '공기', '캔', '마요네즈', '약간', '간장', '맛술', '올리고당', '물']"
1045,"['자', '덮밥', '이거', '하나', '가족', '시작', '분', '안', '끝', '주말', '최고', '소고기', '달걀덮밥', '달걀', '대파', '간장', '스푼', '설탕', '물', '맛술', '후', '추가']"
1046,"['미나리', '차돌박이', '접시', '저녁', '준비', '끝', '덮밥', '단', '밥', '공기', '양파', '술', '마늘', '발사믹', '식초', '간장', '올리브', '오일', '매실', '청', '통후추', '번']"
1047,"['동파육', '것', '냄새', '요걸', '하나', '끼', '밥상', '일본식', '덮밥', '달걀', '활용', '달걀덮밥', '컵', '쪽파', '술', '통깨', '집', '밥', '공기']"
1048,"['연휴', '저희', '신랑', '삼', '식이', '외식', '라면', '열흘', '하루', '끼', '집', '식사', '저', '냉장고', '돌입', '고기', '냉동실', '식상', '간장', '덮밥', '돼지', '목살', '메뉴', '기본', '돼지고기', '대파', '대', '양파', '마늘', '청양', '고추', '맛술', '올리고당', '소금', '후추', '참기름', '통깨', '약간']"
1049,"['삼겹살', '차슈', '덮밥', '신혼', '식사', '돼지고기', '줄', '깻잎', '장', '양파', '소스', '물', '컵', '맛술', '술', '대파', '생강', '마늘']"
1050,"['것', '필요', '제게', '인강', '주먹밥', '스팸', '밥', '김치', '단무지']"
1051,"['날', '그릇', '인스턴트', '마요', '덮밥', '치킨', '너겟', '조각', '밥', '계란', '양파', '오일', '간장', '올리고당', '돈', '까스', '소스', '마요네즈']"
1052,"['애호박', '양파', '덮밥', '분', '완성', '밥', '공기', '기름', '고추기름', '진파', '줌', '참기름', '고춧가루', '고추장', '간장', '물', '굴', '소스', '마늘', '후추']"
1053,"['찬밥', '집', '채소', '캔', '참치', '끼', '아이', '채소밥', '전', '변신', '공기', '양파', '당근', '등분', '애호박', '중간', '크기', '계란', '부침', '가루', '술', '소금', '후', '추가', '파슬리', '올리브유']"
1054,"['집', '반찬', '스팸', '양파', '이용', '덮밥', '끼', '식사', '해결', '돈부리', '슬라이스', '계란', '마늘', '스푼', '파', '당량', '참깨', '간장', '설탕', '맛술', '물']"
1055,"['상추', '겉절이', '지지리', '반찬', '그릇', '덮밥', '방법', '대파', '간장', '스푼', '고추가', '깨소금', '참기름', '밥', '공기', '계란', '만큼']"
1056,"['콩나물밥', '비교', '밥', '콩나물', '위', '취사', '버튼', '것', '생각', '밥솥', '실', '맛', '하나', '해물', '찜', '사용', '마트', '실패', '일반', '봉지', '계란', '후', '가족', '인원', '양념장', '간장', '스푼', '맛술', '마늘', '고춧가루', '참기름', '통깨', '진파']"
1057,"['초간', '끼', '덮밥', '남녀노소', '자취', '분', '메뉴', '양파', '단맛', '베이컨', '소스', '맛', '소금', '마늘', '스푼', '후추', '간장', '매실', '청', '맛술', '마물', '멸치', '육수', '액젓', '생강가루', '생강', '티스푼']"
1058,"['집', '그릇', '일명', '방법', '조리', '시간', '맛', '기대', '이상', '소스', '감자', '새우', '식감', '손님', '손색', '만큼', '고급', '덮밥', '중식', '칵테일', '고추', '쪽파']"
1059,"['소스', '어디', '나', '것', '연어', '육질', '달', '콩', '조합', '실패', '일', '덮밥', '인분', '양파', '알', '밥']"
1060,"['날씨', '입맛', '의', '욕', '급', '창난', '젓갈', '무침', '쌈', '꿀맛', '찬물', '밥', '창난젓', '하나', '면', '반찬', '필요', '점', '다시마', '혼자', '시작', '창란젓', '쌈밥', '파', '대', '마늘', '알', '청양', '고추', '양파', '쪽', '쫑', '팩', '가루', '참기름', '올리고당']"
1061,"['집', '끼', '라면', '배달', '음식', '혼자', '마늘', '명란', '밥', '공기', '명란젓', '버터', '스푼', '편', '것', '잎채소', '약간']"
1062,"['엄마', '쑥버무리', '봄', '쑥', '단호박', '건포도', '현대판', '퓨', '젼', '깨', '쌀', '인분', '찹쌀가루', '설탕', '소금']"
1063,"['떡', '치즈', '간식', '버터', '밀떡', '체다', '장']"
1064,"['갈', '부친', '무떡', '하트', '김', '비주얼', '맛', '거', '간단', '번', '제', '보장', '홈파티', '음식', '감자전', '튀김', '가루', '스푼', '장', '식용유', '황설탕', '티스푼', '소금', '타수', '퓬', '물']"
1065,"['최근', '백종원', '비책', '백', '파더', '크림', '떡볶이', '우유', '치즈', '지상', '낙원', '백종', '원표', '떡', '컵', '베이컨', '장', '마늘', '양송이버섯', '양파', '체다', '파마', '가루', '후추', '꽃소금', '기호']"
1066,"['집', '맛살', '참치', '통조림', '지마', '오', '이마', '밥', '위', '샐러드', '치마', '오이', '맛', '끼', '핑거', '푸드', '장', '마요네즈', '술', '소금', '후추', '꿀', '레몬', '즙', '파', '와사비', '초밥', '공기', '식초', '비율', '설탕']"
1067,"['약밥', '방법', '평소', '밥', '것', '준비', '언제', '선물', '최고', '이건', '찹쌀', '컵', '밤', '대추', '호박씨', '해바라기', '씨', '소스', '흑설탕', '자일로스', '설탕', '대추씨', '우린', '물', '진간장', '술', '참기름', '계피', '가루', '소금']"
1068,"['배추', '감칠맛', '소고기', '말', '밥', '소스', '맛', '고급', '신세계', '참', '쌀', '경기', '미', '배추쌈', '공기', '육', '잎', '장', '두부', '모', '부추', '진파', '스푼', '홍고추', '계란', '밑간', '진간장', '마늘', '생강', '설탕', '맛술', '참기름', '후추', '약간', '조림', '양념장', '물', '전체', '간장', '소금', '집']"
1069,"['화이트데이', '날', '맥주', '한잔', '일본', '가정', '식', '덮밥', '돈부리', '특별', '별미', '소고기', '불고기', '양파', '쪽파', '킹크', '랩', '맛살', '달걀', '간장', '맛술', '설탕', '들기름']"
1070,"['화제', '로스트', '비프', '덮밥', '집', '파티', '등', '모임', '여름', '태미', '너', '보충', '고기', '사랑', '육즙', '르', '소고기', '덩어리', '등심', '소금', '술', '후추', '당량', '식용유', '달걀', '노른자', '무순', '갈릭', '소스', '간장', '맛술', '청주', '마늘', '유자', '마요네즈']"
1071,"['의외', '소고기', '초밥', '고기', '생선', '겉면', '조리법', '집', '구이', '상태', '폼', '채끝살', '이상', '소금', '당량', '후추', '올리브유', '밥', '공', '기분', '배합', '술', '양파', '파프리카', '무순', '어린잎', '와사비', '약간', '소스', '비율', '물', '육수', '양조간장', '맛술', '설탕', '대파', '사과', '생강', '초', '식초', '스푼']"
1072,"['차슈', '덮밥', '보쌈', '냉동', '삼겹살', '손님', '초대', '브런치', '끼', '식사', '강추', '신혼', '밥상', '줄', '공기', '밥', '그릇', '대파', '대', '양파', '통마늘', '알', '후추', '간장', '소스', '스푼', '설탕', '맛술', '물', '굴', '술']"
1073,"['맛', '남', '광장', '부추', '청경채', '돼지고기', '다짐', '육', '이용', '덮밥', '비빔국수', '기억', '디', '짐', '고추', '키니', '양파', '소스', '노', '두유', '간', '돼지', '고기볶음', '노추', '중국', '전통', '간장', '나라', '국간', '장', '재래', '짠맛', '반면', '색은', '편', '색', '대박', '것', '단맛', '채소', '볶음', '활용', '듯', '봉지', '홍고추', '청양', '주', '마늘', '술', '생강', '파', '굴', '설탕', '소주', '후추']"
1074,"['보쌈', '고기', '조미', '차슈', '때문', '덮밥', '활용', '일본식', '간장', '설탕', '물', '컵', '맥주', '생강편', '마늘', '대파', '대', '마트', '파', '채', '무관']"
1075,"['돼지고기', '이용', '분', '부', '돼지', '일본', '말', '돈', '덮밥', '의미', '부타동', '일본식', '손님', '초대', '고민', '끼', '식사', '추천', '삼겹살', '파', '밥', '공기', '소스', '정종', '미림', '간장', '설탕', '마늘', '생강']"
1076,"['게', '손님', '초대', '안주', '반찬', '닭', '가슴살', '깻잎', '치즈', '슬라이스', '장', '새싹', '약간', '밑간', '허브', '솔트', '술', '맛술', '포도', '씨', '소스', '간장', '올리고당']"
1077,"['주말', '별식', '아이', '간식', '치킨', '도리아', '양파', '거', '샐러리', '대', '닭', '안심', '그램', '돈', '까스', '소스', '케첩', '밑간', '후추', '간장', '청주', '생강즙']"
1078,"['한입', '크기', '손님', '초대', '오이', '초밥', '굿', '맛살', '마요네즈', '후', '추가', '소금', '설탕', '단초', '물', '식초']"
1079,"['잡채', '잡채밥', '황금', '밖', '일', '거', '대박', '그릇', '공개', '후라이팬', '포함', '당면', '줌', '원', '크기', '당근', '양파', '표고버섯', '버섯', '슬라이스', '돼지고기', '소금', '후추', '식용유', '마늘', '국간', '장', '술', '양조간장', '설탕', '물', '컵', '종이컵', '굴', '소스', '고추기름', '청양', '고추', '참기름']"
1080,"['오이', '변신', '무죄', '성탄절', '가족', '모임', '듯', '래미', '초밥', '밥', '공기', '오', '이', '팩', '식초', '비율', '설탕', '소금', '마요네즈', '스타드', '레몬', '즙', '조금']"
1081,"['단호박', '속', '맛', '영양', '가을', '별미', '밥', '밤', '대추', '통째', '영양가', '찹쌀', '컵', '멥쌀', '은행', '알', '호박씨', '술', '소금']"
1082,"['떡국', '떡', '유자청', '단호박', '꿀', '호두', '간식', '술', '견과']"
1083,"['전', '미국', '이웃', '분', '점심', '초대', '미국인', '그분', '중국', '전문', '입맛', '양식', '수정', '메리', '식', '둔갑', '거', '제', '결국', '교환', '수업', '중', '하나', '맛', '원디', '인기', '비결', '채소', '소스', '새우', '관자', '오징어', '쇠고기', '두부', '등', '대체', '장점', '청경채', '덮밥', '양파', '것', '채썰기', '마늘', '쪽', '쉬', '포기', '대', '생강', '편', '대하', '청주', '술', '굴', '참기름', '해물', '밑간', '녹말']"
1084,"['집', '밥', '매력', '원', '것', '연어', '맛', '하와이', '포케', '회', '오이', '당근', '양파', '어린잎', '채소', '아보카도', '실란', '트', '김', '간장', '소스', '술', '맛술', '식초', '라임', '제스트', '즙', '꿀', '참기름', '와사비']"
1085,"['진공', '포장', '장어', '흙', '애서', '배송', '손질', '이외', '소스', '소금', '생강초', '절임', '맛', '매운맛', '가지', '데', '초밥', '집', '생강', '식초', '설탕', '김밥', '김']"
1086,"['김', '띠', '달걀말이', '초밥', '스팸', '밥', '공기', '달걀', '식용유', '술', '김밥', '장', '캔', '단촛물', '식초', '설탕', '소금', '약간', '계란', '맛술', '미림', '간장']"
1087,"['안', '샤르', '르', '찬밥', '달걀찜', '끼', '식사', '공기', '달걀', '양파', '당근', '대파', '뿌리', '다시마', '물', '컵', '장', '참기름', '스푼', '새우젓', '고춧가루', '소금', '약간']"
1088,"['웃음', '나', '끼', '식사', '애호박', '두부', '밥', '버거', '손님', '접대', '브런치', '메뉴', '강추', '식감', '입안', '풍미', '환상', '밸런스', '개인', '취향', '단', '콤', '보', '공개', '신혼', '밥상', '호호', '층', '치즈', '장', '달걀', '모', '감자', '당근', '양파', '대파', '줄', '부침', '가루', '컵', '빵가루', '소스', '돈가스', '스푼', '굴', '올리고당', '물']"
1089,"['티타임', '단호박', '찰떡', '그릇']"
1090,"['일반', '떡볶이', '고급', '궁중', '소고기', '떡', '양파', '버섯', '송이버섯', '당근', '맛술', '술', '굴', '소스', '진간장', '설탕', '참기름']"
1091,"['한국인', '주식', '밥', '피자', '이탈리아', '나폴리', '지방', '유래', '지역인', '뉴욕', '차이', '사이즈', '지름', '두께', '이하', '규정', '농무부', '개인', '판', '문화', '가난', '이민자', '조각', '시작', '한국', '한판', '사람', '포크', '나이프', '사용', '손', '게', '세계', '난', '김치밥', '공기', '계란', '올리브', '베이컨', '장', '김치', '줄기', '피망', '모', '렐라', '치즈', '컵', '토마토', '술', '우스터소스', '마늘', '후추', '버터']"
1092,"['영자', '한마디', '소떡', '품절', '사태', '저', '대열', '합류', '냉장고', '비엔나', '소세지', '떡국', '떡', '등장', '중독', '맛', '신혼', '밥상', '분', '봉', '줌', '양파', '스푼', '설탕', '올리고당', '간장', '물', '마늘']"
1093,"['맥주', '요즘', '다이어트', '야밤', '포기', '야참', '간장', '떡볶이', '야식', '안주', '떡', '컵', '당면', '줌', '대파', '대', '양파', '피망', '새', '표고버섯', '물', '설탕', '마늘', '참기름']"
1094,"['날씨', '입맛', '게', '뭐', '김', '꼬막', '무침', '이랑', '양념장', '비빔', '장', '비빔밥', '봉지', '상추', '줌', '당근', '슬라이스', '부추', '가닥', '고추', '가루', '스푼', '멸치', '참치', '액젓', '설탕', '식초', '진간장']"
1095,"['맛', '표현', '이건', '진심', '총알', '오징어', '손질', '떡볶이', '팁', '최고', '궁합', '마리', '떡', '인분', '미림', '스푼', '어묵', '장', '다시마', '대파', '건', '새우', '줌', '양배추', '양파', '고추장', '설탕', '간장', '소금', '조금']"
